,calificaciones,fechas,reseñas,autor
715,5 de 5. Excelente,11 de nov de 2018,"Our experience at this hotel was outstanding. The staff the best, rooms very clean, amenities very thoughtful to the needs of guests. The location very convenient to all historical sites and to pick up day trips to many points of interest around and outside of Mexico City. We will definitely return to this hotel and are very grateful to the staff for making our week long stay a great experience in Mexico City.","Stan, Los Alamos NM"
716,5 de 5. Excelente,11 de nov de 2018,格式あるホテルで設備も充実、フロント、ベルボーイ皆さんとても親切でした。メイン広場に面していて観光にも適してます。,"shinayan, 東京"
717,5 de 5. Excelente,10 de nov de 2018,"This is a beautiful hotel. Our room had an amazing view of the Zocalo so we were able to do a lot of people watching. The staff was fluent in English, which is helpful for a person whose Spanish consists of please and thank you. The bed was absolutely the most comfortable bed I have ever slept in in Mexico. The room was extremely clean.","Robin, San Francisco"
718,5 de 5. Excelente,10 de nov de 2018,Super friendly hotel staff. Welcome champagne and sweets. Right in the heart of zocalo so lots to see. Buffet breakfast okay. Would definitely stay here again and recommend to others.,Elizabeth
719,5 de 5. Excelente,6 de nov de 2018,"Beautiful Art Nouveau hotel in the heart of Mexico City with stunning views over the Zocalo. The hotel boasts one of the largest Tiffany Glass pieces in the world, all one has to do is look up, it's the entire ceiling of the lobby of the hotel! Our room was comfortable and had fantastic views of the Zocalo (main square of Mexico City). Bathroom was well appointed with every amenity one would need. The hotel is showing a little ware in some parts like the carpeting and wall paper but otherwise a lovely property. We enjoyed dinner twice at the rooftop restaurant Terraza. One evening the service was amazing! We went another night while they had their BBQ and the service was not as good. Better to go during an al a carte evening. The staff was wonderful and made us feel well taken care of and safe. They have round the clock security at the main entrance. There is champagne out in the lobby at all times and was a welcomed refreshment after a long day of walking around and touring. I would stay at the Gran Hotel again when returning to CDMX!",Danielle
720,4 de 5. Bueno,24 de nov de 2018,"Très bel hôtel de classe réhabilité dans un ancien grand magasin avec beaucoup de goût. Du personnel très attentionné. Hôtel magnifiquement situé à quelques mètres de la place centrale, avec des chambres très spacieuses et très confortables, dignes de la classe de l'hôtel. Petit-déjeuner buffet dans le restaurant du RdC de très bonne qualité. Un petit bémol: le hall d'entrée, très beau avec une magnifique verrière, est plutôt froid en raison de l'ouverture quasi permanente de la porte d'entrée qui donne sur la rue et provoque des courants d'air. Mais rien à redire sur le reste.",Cliente verificado
721,5 de 5. Excelente,17 de nov de 2018,Truly amazing hotel,John
722,5 de 5. Excelente,16 de nov de 2018,"Beautiful Hotel the center of everything very clean, staff helpful and caring.. Restaurant and Bar.. Security on premises 24 hours/. Wonderful and friendly staff.","Luz, Fresno, ca"
723,5 de 5. Excelente,13 de nov de 2018,"It was a great stay at Gran Hotel Cuidad De Mexico. Everything is close by you have restaurants, shopping stores, and historic sites.","Edgar, California"
724,5 de 5. Excelente,12 de nov de 2018,Sin reseña,Gary
725,5 de 5. Excelente,11 de nov de 2018,"Our experience at this hotel was outstanding. The staff the best, rooms very clean, amenities very thoughtful to the needs of guests. The location very convenient to all historical sites and to pick up day trips to many points of interest around and outside of Mexico City. We will definitely return to this hotel and are very grateful to the staff for making our week long stay a great experience in Mexico City.","Stan, Los Alamos NM"
726,5 de 5. Excelente,11 de nov de 2018,格式あるホテルで設備も充実、フロント、ベルボーイ皆さんとても親切でした。メイン広場に面していて観光にも適してます。,"shinayan, 東京"
727,5 de 5. Excelente,10 de nov de 2018,"This is a beautiful hotel. Our room had an amazing view of the Zocalo so we were able to do a lot of people watching. The staff was fluent in English, which is helpful for a person whose Spanish consists of please and thank you. The bed was absolutely the most comfortable bed I have ever slept in in Mexico. The room was extremely clean.","Robin, San Francisco"
728,5 de 5. Excelente,10 de nov de 2018,Super friendly hotel staff. Welcome champagne and sweets. Right in the heart of zocalo so lots to see. Buffet breakfast okay. Would definitely stay here again and recommend to others.,Elizabeth
729,5 de 5. Excelente,6 de nov de 2018,"Beautiful Art Nouveau hotel in the heart of Mexico City with stunning views over the Zocalo. The hotel boasts one of the largest Tiffany Glass pieces in the world, all one has to do is look up, it's the entire ceiling of the lobby of the hotel! Our room was comfortable and had fantastic views of the Zocalo (main square of Mexico City). Bathroom was well appointed with every amenity one would need. The hotel is showing a little ware in some parts like the carpeting and wall paper but otherwise a lovely property. We enjoyed dinner twice at the rooftop restaurant Terraza. One evening the service was amazing! We went another night while they had their BBQ and the service was not as good. Better to go during an al a carte evening. The staff was wonderful and made us feel well taken care of and safe. They have round the clock security at the main entrance. There is champagne out in the lobby at all times and was a welcomed refreshment after a long day of walking around and touring. I would stay at the Gran Hotel again when returning to CDMX!",Danielle
730,5 de 5. Excelente,16 de oct de 2018,Sin reseña,Cliente verificado
731,5 de 5. Excelente,7 de oct de 2018,Sin reseña,Cliente verificado
732,5 de 5. Excelente,7 de oct de 2018,Sin reseña,Cliente verificado
733,5 de 5. Excelente,7 de oct de 2018,"Staff was very friendly, excellent location. Several eating options","Lourdes, Houston Texas"
734,5 de 5. Excelente,6 de oct de 2018,the hotel stuff was very friendly and knowledgable,Cliente verificado
735,5 de 5. Excelente,2 de oct de 2018,Sin reseña,Lillian
736,5 de 5. Excelente,29 de sep de 2018,Great place!! Great location and the stained glass on the ceiling is magical!,Travelingfive
737,5 de 5. Excelente,25 de sep de 2018,"The hotel is beautiful with stain glas and adjacent to the Zócalo the common name of the main square in central Mexico City . Walking distance to Cathedral, Templo Mayor, restaurants and lots of shopping , Our hotel room was very spacious and very well maintained. We were greeted by Salvador a most gracious and caring doorman. Salvador is super courteous and has great personality. As we checked in we were welcomed with a glass of Champagne. I also want to thank Javier, Enrique and Cintia for the wonderful care we received throughout our stay. This is a 5 stars hotel no question about it. Thank you.","Kandi, California"
738,5 de 5. Excelente,25 de sep de 2018,Sin reseña,Mariam
739,5 de 5. Excelente,21 de sep de 2018,All the employees were very helpful and friendly the hotel it’s beautiful,Cliente verificado
740,5 de 5. Excelente,16 de oct de 2018,Sin reseña,Cliente verificado
741,5 de 5. Excelente,7 de oct de 2018,Sin reseña,Cliente verificado
742,5 de 5. Excelente,7 de oct de 2018,Sin reseña,Cliente verificado
743,5 de 5. Excelente,7 de oct de 2018,"Staff was very friendly, excellent location. Several eating options","Lourdes, Houston Texas"
744,5 de 5. Excelente,6 de oct de 2018,the hotel stuff was very friendly and knowledgable,Cliente verificado
745,5 de 5. Excelente,2 de oct de 2018,Sin reseña,Lillian
746,5 de 5. Excelente,29 de sep de 2018,Great place!! Great location and the stained glass on the ceiling is magical!,Travelingfive
747,5 de 5. Excelente,25 de sep de 2018,"The hotel is beautiful with stain glas and adjacent to the Zócalo the common name of the main square in central Mexico City . Walking distance to Cathedral, Templo Mayor, restaurants and lots of shopping , Our hotel room was very spacious and very well maintained. We were greeted by Salvador a most gracious and caring doorman. Salvador is super courteous and has great personality. As we checked in we were welcomed with a glass of Champagne. I also want to thank Javier, Enrique and Cintia for the wonderful care we received throughout our stay. This is a 5 stars hotel no question about it. Thank you.","Kandi, California"
748,5 de 5. Excelente,25 de sep de 2018,Sin reseña,Mariam
749,5 de 5. Excelente,21 de sep de 2018,All the employees were very helpful and friendly the hotel it’s beautiful,Cliente verificado
750,4 de 5. Bueno,1 de sep de 2018,"A beautiful historic hotel centrally located right on the Zocalo. Staff accommodating and friendly.Room was extremely spacious, clean, with a great view of the square.Very quiet and heavy curtains available to make the room totally dark for sleeping in. Some nice touches at check-in; complimentary champagne, a personalized plate of pastries in the room. The only downside were the dining options in the hotel. The breakfast buffet seemed a bit tired and the terrace restaurant lacking. We opted instead for a couple of excellent meals within walking distance. The entrance to the hotel is a bit funky, as the main doorway is not on the Zocalo, but on a pedestrian only side street. When we were dropped off by taxi from the airport, it was on the corner about 20 meters from the actual entrance. There is a driveway in the parking garage that accesses another entry, but cab drivers don't seem to know how to get in there. Not a big deal, just a bit awkward. For a big hotel it was quiet, comfortable, and serene. We felt secure and the staff knew us by name when we returned a few weeks later at the end of our trip. Overall positive experience. We'll be back on our next trip to CDMX.",Cliente verificado
